CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
216	1	0	100.00	1
217	0	0		0
218	0	0		0
219	12	0	100.00	12
220	3	0	100.00	3
221	1	0	100.00	1
222	1	0	100.00	1
223	7	0	100.00	7
224	4	0	100.00	4
225	1	0	100.00	1
226	0	0		0
227	0	0		0
228	0	0		0
229	0	0		0
230	0	0		0

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	488	0.00	488
2	0	725	0.00	725
3	0	289	0.00	289
4	0	979	0.00	979
5	1	1932	0.05	1933
6	0	1603	0.00	1603
7	0	477	0.00	477
8	0	384	0.00	384
9	0	2171	0.00	2171
10	0	897	0.00	897
11	1	51	1.92	52
12	0	702	0.00	702
13	0	848	0.00	848
14	0	311	0.00	311
15	0	674	0.00	674
16	0	1350	0.00	1350
17	0	132	0.00	132
18	0	2858	0.00	2858
19	0	56	0.00	56
20	1	353	0.28	354
21	1	2026	0.05	2027
22	0	366	0.00	366
23	0	426	0.00	426
24	4	2092	0.19	2096
25	1	1572	0.06	1573
26	3	695	0.43	698
27	6	1465	0.41	1471
28	7	697	0.99	704
29	2	83	2.35	85
30	1	710	0.14	711
31	2	1086	0.18	1088
32	1	411	0.24	412
33	2	1293	0.15	1295
34	0	808	0.00	808
35	4	1502	0.27	1506
36	5	555	0.89	560
37	6	1073	0.56	1079
38	6	1314	0.45	1320
39	2	615	0.32	617
40	0	206	0.00	206
41	4	1523	0.26	1527
42	9	1257	0.71	1266
43	6	499	1.19	505
44	3	265	1.12	268
45	15	1290	1.15	1305
46	15	2116	0.70	2131
47	39	1962	1.95	2001
48	26	935	2.71	961
49	10	2083	0.48	2093
50	1	1188	0.08	1189
51	0	583	0.00	583
52	5	1409	0.35	1414
53	8	2082	0.38	2090
54	2	1159	0.17	1161
55	1	503	0.20	504
56	0	923	0.00	923
57	5	957	0.52	962
58	1	237	0.42	238
59	5	1562	0.32	1567
60	69	1772	3.75	1841
61	43	2333	1.81	2376
62	3	539	0.55	542
63	2	76	2.56	78
64	1	194	0.51	195
65	1	953	0.10	954
66	8	2194	0.36	2202
67	2	837	0.24	839
68	4	590	0.67	594
69	7	2576	0.27	2583
70	5	1292	0.39	1297
71	6	1363	0.44	1369
72	1	924	0.11	925
73	48	615	7.24	663
74	279	712	28.15	991
75	0	394	0.00	394
76	56	1741	3.12	1797
77	317	2208	12.55	2525
78	2	622	0.32	624
79	1	1199	0.08	1200
80	9	2584	0.35	2593
81	2	1127	0.18	1129
82	3	1085	0.28	1088
83	5	1468	0.34	1473
84	11	1482	0.74	1493
85	6	3152	0.19	3158
86	3	1236	0.24	1239
87	1	1763	0.06	1764
88	0	98	0.00	98
89	3	1166	0.26	1169
90	2	876	0.23	878
91	39	1642	2.32	1681
92	0	192	0.00	192
93	0	464	0.00	464
94	7	1321	0.53	1328
95	0	135	0.00	135
96	3	682	0.44	685
97	0	1013	0.00	1013
98	3	916	0.33	919
99	6	525	1.13	531
100	1	460	0.22	461
101	46	2140	2.10	2186
102	3	657	0.45	660
103	11	971	1.12	982
104	0	438	0.00	438
105	10	1917	0.52	1927
106	1	129	0.77	130
107	4	989	0.40	993
108	0	225	0.00	225
109	0	76	0.00	76
110	1	355	0.28	356
111	4	1958	0.20	1962
112	1	919	0.11	920
113	1	2012	0.05	2013
114	5	1079	0.46	1084
115	5	2709	0.18	2714
116	0	825	0.00	825
117	3	1228	0.24	1231
118	1	310	0.32	311
119	0	79	0.00	79
120	2	235	0.84	237
121	0	478	0.00	478
122	0	78	0.00	78
123	1	882	0.11	883
124	0	129	0.00	129
125	4	1574	0.25	1578
126	9	589	1.51	598
127	53	2441	2.13	2494
128	0	175	0.00	175
129	2	672	0.30	674
130	1	674	0.15	675
131	1	741	0.13	742
132	3	924	0.32	927
133	1	196	0.51	197
134	2	814	0.25	816
135	0	277	0.00	277
136	0	44	0.00	44
137	0	96	0.00	96
138	7	1406	0.50	1413
139	0	540	0.00	540
140	4	426	0.93	430
141	1	387	0.26	388
142	2	689	0.29	691
143	1	1718	0.06	1719
144	9	561	1.58	570
145	4	1383	0.29	1387
146	6	1126	0.53	1132
147	2	1445	0.14	1447
148	17	1573	1.07	1590
149	52	1330	3.76	1382
150	22	676	3.15	698
151	341	1250	21.43	1591
152	4	1353	0.29	1357
153	17	1319	1.27	1336
154	309	1282	19.42	1591
155	12	1242	0.96	1254
156	3	785	0.38	788
157	0	168	0.00	168
158	10	1316	0.75	1326
159	4	1278	0.31	1282
160	9	2060	0.43	2069
161	3	1646	0.18	1649
162	6	1313	0.45	1319
163	23	869	2.58	892
164	7	893	0.78	900
165	0	305	0.00	305
166	1	268	0.37	269
167	1	1293	0.08	1294
168	0	1022	0.00	1022
169	2	77	2.53	79
170	3	176	1.68	179
171	14	1513	0.92	1527
172	24	812	2.87	836
173	2	598	0.33	600
174	5	1762	0.28	1767
175	1	215	0.46	216
176	2	763	0.26	765
177	0	160	0.00	160
178	1	423	0.24	424
179	5	1543	0.32	1548
180	0	366	0.00	366
181	4	1155	0.35	1159
182	20	1167	1.68	1187
183	0	266	0.00	266
184	0	363	0.00	363
185	0	249	0.00	249
186	1	580	0.17	581
187	10	1646	0.60	1656
188	1	789	0.13	790
189	0	222	0.00	222
190	0	795	0.00	795
191	0	211	0.00	211
192	2	471	0.42	473
193	14	911	1.51	925
194	1	1736	0.06	1737
195	0	745	0.00	745
196	0	30	0.00	30
197	1	92	1.08	93
198	0	205	0.00	205
199	0	441	0.00	441
200	0	239	0.00	239
201	2	920	0.22	922
202	2	454	0.44	456
203	0	58	0.00	58
204	0	137	0.00	137
205	1	1580	0.06	1581
206	0	55	0.00	55
207	0	152	0.00	152
208	0	157	0.00	157
209	0	28	0.00	28
210	0	59	0.00	59
211	0	120	0.00	120
212	1	290	0.34	291
213	0	9	0.00	9
214	0	10	0.00	10
215	0	19	0.00	19
216	2	750	0.27	752
217	0	1	0.00	1
218	0	7	0.00	7
219	0	152	0.00	152
220	0	6	0.00	6
221	0	11	0.00	11
222	0	97	0.00	97
223	1	162	0.61	163
224	0	27	0.00	27
225	0	3	0.00	3
226	0	13	0.00	13
227	0	17	0.00	17
228	0	11	0.00	11
229	0	1	0.00	1
230	0	1	0.00	1

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	1161	0.00	1161
2	0	269	0.00	269
3	1	1457	0.07	1458
4	0	375	0.00	375
5	0	1524	0.00	1524
6	1	923	0.11	924
7	0	2339	0.00	2339
8	0	1710	0.00	1710
9	0	2385	0.00	2385
10	1	2200	0.05	2201
11	0	1051	0.00	1051
12	0	1871	0.00	1871
13	0	3976	0.00	3976
14	1	116	0.85	117
15	1	1625	0.06	1626
16	0	2035	0.00	2035
17	0	1349	0.00	1349
18	0	1175	0.00	1175
19	0	1059	0.00	1059
20	2	309	0.64	311
21	1	452	0.22	453
22	0	113	0.00	113
23	1	116	0.85	117
24	1	1088	0.09	1089
25	2	797	0.25	799
26	1	1168	0.09	1169
27	0	575	0.00	575
28	5	1897	0.26	1902
29	11	2149	0.51	2160
30	11	2554	0.43	2565
31	4	1408	0.28	1412
32	4	633	0.63	637
33	20	2280	0.87	2300
34	10	2078	0.48	2088
35	18	3929	0.46	3947
36	4	1323	0.30	1327
37	2	968	0.21	970
38	3	1352	0.22	1355
39	8	1328	0.60	1336
40	65	2762	2.30	2827
41	2	1121	0.18	1123
42	26	1948	1.32	1974
43	6	1053	0.57	1059
44	12	1300	0.91	1312
45	3	434	0.69	437
46	1	644	0.16	645
47	6	3412	0.18	3418
48	11	3383	0.32	3394
49	3	880	0.34	883
50	4	1219	0.33	1223
51	68	2430	2.72	2498
52	5	2067	0.24	2072
53	15	1856	0.80	1871
54	4	2212	0.18	2216
55	4	1121	0.36	1125
56	6	1720	0.35	1726
57	4	983	0.41	987
58	0	1384	0.00	1384
59	0	1194	0.00	1194
60	4	1683	0.24	1687
61	6	1813	0.33	1819
62	9	1233	0.72	1242
63	12	2008	0.59	2020
64	42	1285	3.17	1327
65	7	2547	0.27	2554
66	6	1893	0.32	1899
67	10	1594	0.62	1604
68	39	1497	2.54	1536
69	5	1841	0.27	1846
70	5	2783	0.18	2788
71	10	2544	0.39	2554
72	32	4093	0.78	4125
73	49	3097	1.56	3146
74	5	951	0.52	956
75	3	2166	0.14	2169
76	4	2287	0.17	2291
77	4	1572	0.25	1576
78	12	3679	0.33	3691
79	8	2273	0.35	2281
80	3	676	0.44	679
81	0	1619	0.00	1619
82	6	2532	0.24	2538
83	7	2413	0.29	2420
84	2	2113	0.09	2115
85	2	836	0.24	838
86	4	1403	0.28	1407
87	7	1267	0.55	1274
88	7	2459	0.28	2466
89	8	1858	0.43	1866
90	3	1503	0.20	1506
91	3	1787	0.17	1790
92	10	2173	0.46	2183
93	15	2007	0.74	2022
94	2	1515	0.13	1517
95	11	2567	0.43	2578
96	4	2216	0.18	2220
97	9	2370	0.38	2379
98	6	1927	0.31	1933
99	4	2021	0.20	2025
100	11	2279	0.48	2290
101	0	261	0.00	261
102	6	1648	0.36	1654
103	3	1178	0.25	1181
104	5	3029	0.16	3034
105	2	1167	0.17	1169
106	1	1070	0.09	1071
107	1	538	0.19	539
108	18	3401	0.53	3419
109	3	1727	0.17	1730
110	0	510	0.00	510
111	9	495	1.79	504
112	4	1008	0.40	1012
113	4	1047	0.38	1051
114	11	3199	0.34	3210
115	16	2870	0.55	2886
116	9	2567	0.35	2576
117	9	2810	0.32	2819
118	7	1159	0.60	1166
119	3	604	0.49	607
120	18	2347	0.76	2365
121	2	977	0.20	979
122	2	1292	0.15	1294
123	10	2259	0.44	2269
124	2	1865	0.11	1867
125	4	1607	0.25	1611
126	7	3163	0.22	3170
127	34	1541	2.16	1575
128	1	2154	0.05	2155
129	4	1553	0.26	1557
130	3	452	0.66	455
131	2	1097	0.18	1099
132	0	2261	0.00	2261
133	2	998	0.20	1000
134	3	1020	0.29	1023
135	3	1466	0.20	1469
136	7	3000	0.23	3007
137	2	1904	0.10	1906
138	2	981	0.20	983
139	10	2176	0.46	2186
140	1	1309	0.08	1310
141	3	2513	0.12	2516
142	5	907	0.55	912
143	1	392	0.25	393
144	7	1238	0.56	1245
145	1	740	0.13	741
146	1	1163	0.09	1164
147	0	345	0.00	345
148	0	390	0.00	390
149	3	602	0.50	605
150	4	1824	0.22	1828
151	4	1417	0.28	1421
152	15	2165	0.69	2180
153	7	762	0.91	769
154	7	1253	0.56	1260
155	58	2488	2.28	2546
156	17	1329	1.26	1346
157	2	1517	0.13	1519
158	2	1162	0.17	1164
159	5	1856	0.27	1861
160	3	1622	0.18	1625
161	1	845	0.12	846
162	0	757	0.00	757
163	2	1152	0.17	1154
164	0	1346	0.00	1346
165	4	1310	0.30	1314
166	1	282	0.35	283
167	5	1459	0.34	1464
168	19	2455	0.77	2474
169	25	1870	1.32	1895
170	5	2476	0.20	2481
171	1	484	0.21	485
172	0	64	0.00	64
173	0	106	0.00	106
174	4	910	0.44	914
175	0	130	0.00	130
176	3	1122	0.27	1125
177	0	39	0.00	39
178	0	35	0.00	35
179	0	85	0.00	85
180	1	235	0.42	236
181	0	769	0.00	769
182	1	63	1.56	64
183	0	137	0.00	137
184	4	1199	0.33	1203
185	2	1010	0.20	1012
186	7	2321	0.30	2328
187	2	911	0.22	913
188	3	896	0.33	899
189	0	77	0.00	77
190	1	278	0.36	279
191	5	624	0.79	629
192	20	2362	0.84	2382
193	38	3046	1.23	3084
194	0	773	0.00	773
195	0	33	0.00	33
196	0	26	0.00	26
197	0	40	0.00	40
198	1	77	1.28	78
199	8	1108	0.72	1116
200	6	1903	0.31	1909
201	9	1185	0.75	1194
202	0	574	0.00	574
203	0	537	0.00	537
204	0	81	0.00	81
205	0	818	0.00	818
206	1	206	0.48	207
207	9	1162	0.77	1171
208	0	99	0.00	99
209	4	1146	0.35	1150
210	17	1078	1.55	1095
211	0	96	0.00	96
212	5	1152	0.43	1157
213	0	45	0.00	45
214	0	30	0.00	30
215	0	51	0.00	51
216	0	59	0.00	59
217	0	18	0.00	18
218	0	9	0.00	9
219	0	24	0.00	24
220	0	190	0.00	190
221	0	11	0.00	11
222	0	5	0.00	5
223	0	16	0.00	16
224	0	18	0.00	18
225	0	22	0.00	22
226	0	3	0.00	3
227	0	8	0.00	8
228	0	6	0.00	6
229	0	3	0.00	3
230	0	4	0.00	4

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	0		0
2	0	0		0
3	0	0		0
4	0	1	0.00	1
5	0	0		0
6	2	0	100.00	2
7	0	0		0
8	2	0	100.00	2
9	0	0		0
10	1	0	100.00	1
11	2	0	100.00	2
12	6	0	100.00	6
13	1	0	100.00	1
14	3	0	100.00	3
15	2	0	100.00	2
16	8	0	100.00	8
17	710	8	98.89	718
18	46	0	100.00	46
19	945	4	99.58	949
20	32	1	96.97	33
21	48	2	96.00	50
22	333	10	97.08	343
23	20	0	100.00	20
24	31	0	100.00	31
25	18	0	100.00	18
26	4	0	100.00	4
27	16	0	100.00	16
28	44	0	100.00	44
29	313	5	98.43	318
30	241	4	98.37	245
31	6	0	100.00	6
32	443	21	95.47	464
33	29	4	87.88	33
34	722	15	97.96	737
35	13	0	100.00	13
36	158	1	99.37	159
37	24	0	100.00	24
38	5	0	100.00	5
39	6	0	100.00	6
40	36	0	100.00	36
41	26	1	96.30	27
42	109	0	100.00	109
43	16	0	100.00	16
44	18	0	100.00	18
45	0	0		0
46	5	0	100.00	5
47	5	0	100.00	5
48	14	1	93.33	15
49	4	1	80.00	5
50	64	0	100.00	64
51	4	0	100.00	4
52	13	1	92.86	14
53	288	7	97.63	295
54	46	2	95.83	48
55	24	0	100.00	24
56	76	1	98.70	77
57	423	15	96.58	438
58	2	0	100.00	2
59	6	1	85.71	7
60	10	0	100.00	10
61	0	0		0
62	13	0	100.00	13
63	10	0	100.00	10
64	4	0	100.00	4
65	6	0	100.00	6
66	1	0	100.00	1
67	3	0	100.00	3
68	11	0	100.00	11
69	7	0	100.00	7
70	285	2	99.30	287
71	24	0	100.00	24
72	3	0	100.00	3
73	1	0	100.00	1
74	17	3	85.00	20
75	27	1	96.43	28
76	0	0		0
77	413	12	97.18	425
78	259	1	99.62	260
79	4	0	100.00	4
80	96	0	100.00	96
81	21	0	100.00	21
82	2	0	100.00	2
83	4	1	80.00	5
84	12	0	100.00	12
85	1	0	100.00	1
86	0	0		0
87	1	0	100.00	1
88	12	0	100.00	12
89	1	0	100.00	1
90	6	0	100.00	6
91	13	0	100.00	13
92	3	0	100.00	3
93	11	0	100.00	11
94	11	0	100.00	11
95	2	1	66.67	3
96	3	0	100.00	3
97	0	0		0
98	6	0	100.00	6
99	0	0		0
100	13	1	92.86	14
101	1	0	100.00	1
102	317	14	95.77	331
103	8	0	100.00	8
104	1	0	100.00	1
105	0	0		0
106	0	0		0
107	0	0		0
108	0	0		0
109	5	0	100.00	5
110	4	0	100.00	4
111	3	0	100.00	3
112	2	0	100.00	2
113	3	0	100.00	3
114	3	0	100.00	3
115	8	0	100.00	8
116	0	0		0
117	1	0	100.00	1
118	2	0	100.00	2
119	0	0		0
120	0	0		0
121	8	0	100.00	8
122	1	0	100.00	1
123	4	0	100.00	4
124	0	0		0
125	0	0		0
126	1	0	100.00	1
127	0	0		0
128	0	0		0
129	0	0		0
130	1	0	100.00	1
131	0	0		0
132	0	0		0

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	465	0.00	465
2	0	604	0.00	604
3	0	299	0.00	299
4	0	925	0.00	925
5	2	1730	0.12	1732
6	1	1891	0.05	1892
7	0	493	0.00	493
8	0	250	0.00	250
9	1	2083	0.05	2084
10	0	846	0.00	846
11	0	24	0.00	24
12	0	608	0.00	608
13	0	1140	0.00	1140
14	0	295	0.00	295
15	0	478	0.00	478
16	0	1223	0.00	1223
17	0	90	0.00	90
18	0	2882	0.00	2882
19	0	32	0.00	32
20	0	296	0.00	296
21	1	1013	0.10	1014
22	0	4	0.00	4
23	0	3	0.00	3
24	0	80	0.00	80
25	0	245	0.00	245
26	0	446	0.00	446
27	0	22	0.00	22
28	0	2	0.00	2
29	0	20	0.00	20
30	0	12	0.00	12
31	1	469	0.21	470
32	0	3	0.00	3
33	0	27	0.00	27
34	0	31	0.00	31
35	0	45	0.00	45
36	0	12	0.00	12
37	0	317	0.00	317
38	0	23	0.00	23
39	1	438	0.23	439
40	0	15	0.00	15
41	0	324	0.00	324
42	0	20	0.00	20
43	0	20	0.00	20
44	0	9	0.00	9
45	1	444	0.22	445
46	1	33	2.94	34
47	0	41	0.00	41
48	19	291	6.13	310
49	0	65	0.00	65
50	1	451	0.22	452
51	0	26	0.00	26
52	0	14	0.00	14
53	0	57	0.00	57
54	0	41	0.00	41
55	0	1	0.00	1
56	0	441	0.00	441
57	0	19	0.00	19
58	0	18	0.00	18
59	2	19	9.52	21
60	45	676	6.24	721
61	1	41	2.38	42
62	0	4	0.00	4
63	0	3	0.00	3
64	0	0		0
65	0	8	0.00	8
66	0	17	0.00	17
67	0	5	0.00	5
68	0	15	0.00	15
69	2	307	0.65	309
70	0	9	0.00	9
71	0	447	0.00	447
72	0	10	0.00	10
73	0	2	0.00	2
74	0	2	0.00	2
75	0	0		0
76	0	8	0.00	8
77	0	33	0.00	33
78	0	5	0.00	5
79	1	365	0.27	366
80	0	14	0.00	14
81	0	11	0.00	11
82	0	4	0.00	4
83	0	6	0.00	6
84	0	3	0.00	3
85	0	42	0.00	42
86	0	4	0.00	4
87	2	339	0.59	341
88	0	1	0.00	1
89	0	1	0.00	1
90	0	5	0.00	5
91	0	8	0.00	8
92	0	3	0.00	3
93	0	1	0.00	1
94	0	7	0.00	7
95	0	1	0.00	1
96	0	1	0.00	1
97	0	5	0.00	5
98	0	1	0.00	1
99	0	19	0.00	19
100	0	1	0.00	1
101	2	335	0.59	337
102	0	2	0.00	2
103	0	0		0
104	0	0		0
105	0	1	0.00	1
106	0	0		0
107	0	0		0
108	0	1	0.00	1
109	0	0		0
110	0	0		0
111	0	3	0.00	3
112	0	7	0.00	7
113	0	5	0.00	5
114	0	0		0
115	0	102	0.00	102
116	0	6	0.00	6
117	0	2	0.00	2
118	0	1	0.00	1
119	0	0		0
120	0	1	0.00	1
121	0	0		0
122	0	0		0
123	0	1	0.00	1
124	0	1	0.00	1
125	0	0		0
126	0	0		0
127	0	1	0.00	1
128	0	0		0
129	0	0		0
130	0	0		0
131	0	0		0
132	0	0		0

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	1007	0.00	1007
2	0	241	0.00	241
3	0	1082	0.00	1082
4	0	517	0.00	517
5	0	1248	0.00	1248
6	0	945	0.00	945
7	0	1743	0.00	1743
8	0	1474	0.00	1474
9	0	2284	0.00	2284
10	1	2226	0.04	2227
11	0	1135	0.00	1135
12	0	1864	0.00	1864
13	0	3741	0.00	3741
14	0	32	0.00	32
15	1	1384	0.07	1385
16	0	1884	0.00	1884
17	0	1462	0.00	1462
18	0	1136	0.00	1136
19	1	1121	0.09	1122
20	0	121	0.00	121
21	0	162	0.00	162
22	0	21	0.00	21
23	0	22	0.00	22
24	1	450	0.22	451
25	0	451	0.00	451
26	0	57	0.00	57
27	0	49	0.00	49
28	0	65	0.00	65
29	2	454	0.44	456
30	4	465	0.85	469
31	0	25	0.00	25
32	1	3	25.00	4
33	0	29	0.00	29
34	1	24	4.00	25
35	0	69	0.00	69
36	1	30	3.23	31
37	0	439	0.00	439
38	1	442	0.23	443
39	2	28	6.67	30
40	10	126	7.35	136
41	0	33	0.00	33
42	0	50	0.00	50
43	0	441	0.00	441
44	2	441	0.45	443
45	0	7	0.00	7
46	1	37	2.63	38
47	0	406	0.00	406
48	1	532	0.19	533
49	1	438	0.23	439
50	3	4	42.86	7
51	46	264	14.84	310
52	0	7	0.00	7
53	6	449	1.32	455
54	0	12	0.00	12
55	0	444	0.00	444
56	0	12	0.00	12
57	0	6	0.00	6
58	0	13	0.00	13
59	0	5	0.00	5
60	0	14	0.00	14
61	0	14	0.00	14
62	0	27	0.00	27
63	0	36	0.00	36
64	1	23	4.17	24
65	0	21	0.00	21
66	0	459	0.00	459
67	0	2	0.00	2
68	1	434	0.23	435
69	0	12	0.00	12
70	0	18	0.00	18
71	0	23	0.00	23
72	0	289	0.00	289
73	0	42	0.00	42
74	0	5	0.00	5
75	0	425	0.00	425
76	0	23	0.00	23
77	0	14	0.00	14
78	0	30	0.00	30
79	0	18	0.00	18
80	0	20	0.00	20
81	0	26	0.00	26
82	1	357	0.28	358
83	2	340	0.58	342
84	0	30	0.00	30
85	0	3	0.00	3
86	0	339	0.00	339
87	0	4	0.00	4
88	0	23	0.00	23
89	0	19	0.00	19
90	1	338	0.29	339
91	2	356	0.56	358
92	0	8	0.00	8
93	1	349	0.29	350
94	0	4	0.00	4
95	1	336	0.30	337
96	0	9	0.00	9
97	0	9	0.00	9
98	0	15	0.00	15
99	0	8	0.00	8
100	3	336	0.88	339
101	0	6	0.00	6
102	1	5	16.67	6
103	0	2	0.00	2
104	0	7	0.00	7
105	0	7	0.00	7
106	0	11	0.00	11
107	0	5	0.00	5
108	0	7	0.00	7
109	0	6	0.00	6
110	0	0		0
111	0	7	0.00	7
112	0	6	0.00	6
113	1	100	0.99	101
114	0	102	0.00	102
115	1	2	33.33	3
116	0	2	0.00	2
117	0	1	0.00	1
118	0	7	0.00	7
119	0	1	0.00	1
120	0	2	0.00	2
121	0	0		0
122	0	0		0
123	0	1	0.00	1
124	0	1	0.00	1
125	0	2	0.00	2
126	0	1	0.00	1
127	0	0		0
128	0	0		0
129	0	0		0
130	0	0		0
131	0	0		0
132	0	1	0.00	1

