rn	trim_cut_S84_R1_bismark_bt2_pe.bismark.cov.gz	trim_cut_S92_R1_bismark_bt2_pe.bismark.cov.gz
cg01940273_23_23	2.53164556962025	0.216216216216216
cg01940273_24_24	2.98642533936652	95.7883369330454
cg01940273_25_25	100	
cg01940273_30_30	100	
cg01940273_31_31	2.83882783882784	98.3731019522777
cg01940273_32_32	100	
cg01940273_35_35	100	
cg01940273_36_36	2.67034990791897	98.1541802388708
cg01940273_37_37	100	
cg01940273_39_39	2.89592760180995	0.107758620689655
cg01940273_41_41	100	
cg01940273_43_43	2.3486901535682	0
cg01940273_45_45	100	
cg01940273_47_47	100	
cg01940273_49_49	2.43682310469314	0.215749730312837
cg01940273_5_5	0	0
cg01940273_50_50	4.0650406504065	4.74649406688242
cg01940273_52_52	100	
cg01940273_53_53	4.6028880866426	12.5
cg01940273_55_55	4.78339350180505	96.9827586206897
cg01940273_56_56	100	
cg01940273_57_57	100	
cg01940273_59_59	100	
cg01940273_61_61	100	
cg01940273_62_62	5.41027953110911	11.6379310344828
cg01940273_64_64	100	
cg01940273_68_68	100	
cg01940273_70_70	100	
cg01940273_71_71	1.80505415162455	0.323275862068966
cg01940273_72_72	1.8034265103697	98.5976267529666
cg01940273_73_73	100	
cg01940273_74_74	1.62308385933273	0.323275862068966
cg01940273_78_78	100	
cg01940273_80_80	1.71325518485122	95.5675675675676
cg01940273_81_81	100	
cg01940273_82_82	1.44274120829576	91.8681318681319
cg01940273_83_83	100	
cg01940273_84_84	0.723327305605787	0.323275862068966
cg01940273_85_85	1.08205590622182	0
cg01940273_86_86	0.901713255184851	0.21551724137931
cg01940273_87_87	1.35256988277728	0.107758620689655
cg01940273_89_89	100	
cg01940273_91_91	1.8034265103697	0.107758620689655
cg01940273_92_92	1.44274120829576	94.3905070118662
cg01940273_93_93	100	
cg01940273_94_94	1.6260162601626	0.324324324324324
cg01940273_96_96	1.27853881278539	0
cg01940273_97_97	1.17222723174031	0
cg01940273_99_99	1.35256988277728	0.21551724137931
cg03636183_100_100	1.25	0.32258064516129
cg03636183_109_109	0	94.8387096774194
cg03636183_11_11	0	0
cg03636183_113_113	2.5	2.25806451612903
cg03636183_115_115	1.25	0.323101777059774
cg03636183_116_116	1.25	0.32258064516129
cg03636183_119_119	0	0.483870967741935
cg03636183_120_120	1.25	0.483870967741935
cg03636183_128_128	3.75	0.483870967741935
cg03636183_130_130	1.25	0.32258064516129
cg03636183_131_131	0	0.32258064516129
cg03636183_132_132	2.5	0.161550888529887
cg03636183_135_135	2.5	0
cg03636183_136_136	2.5	0.161290322580645
cg03636183_137_137	3.75	0
cg03636183_14_14	0	0
cg03636183_143_143	2.5	0.161290322580645
cg03636183_148_148	0	0.483870967741935
cg03636183_149_149	0	0
cg03636183_150_150	0	99.1935483870968
cg03636183_156_156	0	0.161290322580645
cg03636183_160_160	1.25	0
cg03636183_161_161	0	97.9032258064516
cg03636183_167_167	0	0
cg03636183_169_169	0	0.324675324675325
cg03636183_170_170	0	0.162074554294976
cg03636183_178_178	0	0
cg03636183_180_180	0	0
cg03636183_184_184	0	0
cg03636183_190_190	0	0
cg03636183_192_192	0	0
cg03636183_196_196	0	0.164744645799012
cg03636183_26_26	3.75	0
cg03636183_29_29	2.5	1.45631067961165
cg03636183_30_30	3.75	97.8964401294498
cg03636183_37_37	0	0.485436893203883
cg03636183_38_38	0	1.77993527508091
cg03636183_41_41	1.25	98.2200647249191
cg03636183_46_46	2.5	3.55987055016181
cg03636183_47_47	2.5	3.56564019448947
cg03636183_5_5	0	0.168918918918919
cg03636183_50_50	0	1.77993527508091
cg03636183_52_52	0	0
cg03636183_53_53	0	0.323624595469256
cg03636183_54_54	0	0
cg03636183_56_56	0	0.161812297734628
cg03636183_59_59	1.25	98.3844911147011
cg03636183_61_61	1.25	0
cg03636183_62_62	1.25	0.483870967741935
cg03636183_65_65	1.25	0.323624595469256
cg03636183_66_66	1.25	0.32258064516129
cg03636183_67_67	0	0
cg03636183_73_73	1.25	0.161812297734628
cg03636183_74_74	1.25	97.741935483871
cg03636183_77_77	0	0
cg03636183_8_8	0	0.167224080267559
cg03636183_80_80	1.25	0.161290322580645
cg03636183_81_81	1.25	0.32258064516129
cg03636183_82_82	0	0.32258064516129
cg03636183_83_83	0	0.483870967741935
cg03636183_85_85	0	0.161290322580645
cg03636183_86_86	0	0.161290322580645
cg03636183_88_88	0	0.323101777059774
cg03636183_89_89	1.25	0.161290322580645
cg03636183_94_94	0	0.161290322580645
cg03636183_95_95	0	0.483870967741935
cg03636183_98_98	0	0.161290322580645
cg03636183_99_99	0	0.323101777059774
cg05575921_102_102	0.99866844207723	0.446827524575514
cg05575921_103_103	0.33288948069241	0.178731009830206
cg05575921_104_104	0.799467021985343	92.131747483989
cg05575921_11_11	0	0
cg05575921_115_115	0.533333333333333	0.626118067978533
cg05575921_116_116	0.333333333333333	0.0894454382826476
cg05575921_117_117	0.53440213760855	0.0896057347670251
cg05575921_12_12	0.134408602150538	0.0902527075812274
cg05575921_128_128	0.132978723404255	0
cg05575921_129_129	0.332446808510638	0.0893655049151028
cg05575921_133_133	0.531914893617021	0.0894454382826476
cg05575921_138_138	0.148588410104012	0.493096646942801
cg05575921_139_139	0.133779264214047	0.357462019660411
cg05575921_14_14	0.0670241286863271	0
cg05575921_140_140	0.399201596806387	0
cg05575921_141_141	0.465425531914894	1.16279069767442
cg05575921_143_143	0.265957446808511	0.268096514745308
cg05575921_145_145	0.199600798403194	0.0894454382826476
cg05575921_148_148	0.465425531914894	0.357462019660411
cg05575921_152_152	0.932711525649567	0.53715308863026
cg05575921_153_153	0.797872340425532	0.0893655049151028
cg05575921_154_154	0.864936793080506	0.0893655049151028
cg05575921_157_157	0.798403193612774	95.6171735241503
cg05575921_162_162	1.06382978723404	0
cg05575921_163_163	1.32978723404255	0.0893655049151028
cg05575921_166_166	1.19760479041916	0.178731009830206
cg05575921_170_170	1.19920053297801	0.0893655049151028
cg05575921_171_171	1.66333998669328	99.7319034852547
cg05575921_175_175	1.06737825216811	95.8891867739053
cg05575921_181_181	1.13182423435419	0.178731009830206
cg05575921_189_189	1.53129161118509	0.805008944543828
cg05575921_196_196	0.866666666666667	0.0893655049151028
cg05575921_204_204	0.532978014656895	0
cg05575921_205_205	0.666666666666667	0
cg05575921_207_207	0.266666666666667	0
cg05575921_210_210	0.333778371161549	97.3166368515206
cg05575921_214_214	0	0
cg05575921_222_222	0	0
cg05575921_224_224	0	0
cg05575921_23_23	0.40133779264214	0.17905102954342
cg05575921_26_26	1.13636363636364	0.178890876565295
cg05575921_27_27	0.667556742323097	0.268336314847943
cg05575921_28_28	0.467289719626168	0.0894454382826476
cg05575921_31_31	0.200400801603206	0.268336314847943
cg05575921_32_32	0.733822548365577	0.536672629695885
cg05575921_33_33	0.466977985323549	0.178890876565295
cg05575921_34_34	0.467289719626168	96.2399283795882
cg05575921_36_36	0.865512649800266	97.224709042077
cg05575921_39_39	1	0.0895255147717099
cg05575921_4_4	0	0
cg05575921_40_40	1.13182423435419	0.26857654431513
cg05575921_41_41	0.465735196274118	0.268336314847943
cg05575921_45_45	0.866666666666667	0.626118067978533
cg05575921_46_46	0.931470392548237	0.268336314847943
cg05575921_47_47	0.864936793080506	0.35810205908684
cg05575921_50_50	1.19840213049268	0.178890876565295
cg05575921_51_51	0.865512649800266	0.268336314847943
cg05575921_52_52	1.13408939292862	0.0895255147717099
cg05575921_55_55	0.866089273817455	1.43240823634736
cg05575921_57_57	1.13182423435419	0.178890876565295
cg05575921_58_58	1.33067198935462	0
cg05575921_59_59	1.8641810918775	96.6010733452594
cg05575921_62_62	2.72787757817698	0.26857654431513
cg05575921_68_68	2.66489007328448	0.178890876565295
cg05575921_70_70	2.32867598137059	0.0894454382826476
cg05575921_73_73	2.39680426098535	0.178890876565295
cg05575921_77_77	2.86094477711244	0
cg05575921_79_79	2.86094477711244	97.3166368515206
cg05575921_81_81	2.33022636484687	0.0895255147717099
cg05575921_84_84	2.06666666666667	0.17921146953405
cg05575921_85_85	2.06391478029294	0.26857654431513
cg05575921_88_88	1.46373918829009	0
cg05575921_89_89	1.59680638722555	0.17905102954342
cg05575921_9_9	0.0671591672263264	0
cg05575921_92_92	1.13408939292862	0.0896057347670251
cg05575921_93_93	0.998003992015968	0.268096514745308
cg05575921_95_95	0.864936793080506	0.0893655049151028
cg05575921_97_97	0.797872340425532	0.0893655049151028
cg05951221_10_10	0.0755001887504719	0
cg05951221_104_104	2.3194912083801	97.7839335180055
cg05951221_106_106	2.73101384212495	0.221361372440509
cg05951221_107_107	2.35602094240838	0.221238938053097
cg05951221_11_11	0.0377358490566038	0
cg05951221_110_110	2.5065469509914	1.54952960708356
cg05951221_115_115	2.65519820493642	0
cg05951221_116_116	2.57943925233645	98.783185840708
cg05951221_118_118	3.17994762439207	0.332042058660764
cg05951221_119_119	3.77570093457944	0.165929203539823
cg05951221_127_127	5.0112191473448	98.7271721084671
cg05951221_129_129	4.82242990654206	6.0287610619469
cg05951221_136_136	5.75700934579439	0.0553097345132743
cg05951221_139_139	5.91317365269461	97.1223021582734
cg05951221_142_142	6.69659558548447	98.3407079646018
cg05951221_146_146	6.2803738317757	0.110619469026549
cg05951221_148_148	5.04861630516081	0
cg05951221_149_149	5.0112191473448	0.221361372440509
cg05951221_152_152	5.30841121495327	0.276701715550636
cg05951221_153_153	4.56245325355273	0.331858407079646
cg05951221_154_154	5.42056074766355	0.0553097345132743
cg05951221_155_155	5.7196261682243	95.353982300885
cg05951221_158_158	5.34779356768886	0.110619469026549
cg05951221_159_159	5.45794392523365	96.9026548672566
cg05951221_161_161	4.5607476635514	0.165929203539823
cg05951221_165_165	4.15108451757666	0.276548672566372
cg05951221_167_167	4.56245325355273	0.331858407079646
cg05951221_169_169	3.81451009723261	0.221606648199446
cg05951221_170_170	3.36574420344054	0.221238938053097
cg05951221_172_172	3.62616822429907	0.0553097345132743
cg05951221_174_174	3.40314136125654	96.4048672566372
cg05951221_176_176	1.98204936424832	0
cg05951221_18_18	0	0
cg05951221_183_183	2.84218399401645	0.0553403431101273
cg05951221_184_184	2.80373831775701	2.04646017699115
cg05951221_187_187	2.65519820493642	98.1737686773658
cg05951221_189_189	2.28208005985784	96.9579646017699
cg05951221_19_19	1.91873589164786	98.7179487179487
cg05951221_192_192	2.43081525804039	0
cg05951221_195_195	1.23502994011976	1.60486995019369
cg05951221_196_196	1.7196261682243	0.165929203539823
cg05951221_197_197	1.12191473448018	0.0553097345132743
cg05951221_202_202	0.598130841121495	0.165929203539823
cg05951221_203_203	0.37397157816006	0.165929203539823
cg05951221_210_210	0.336448598130841	97.1238938053097
cg05951221_212_212	0	0
cg05951221_215_215	0	0
cg05951221_217_217	0	0
cg05951221_218_218	0.0374391613627855	0
cg05951221_22_22	0.412757973733583	99.0576496674058
cg05951221_25_25	1.3503375843961	98.781163434903
cg05951221_27_27	1.60988393859978	99.1135734072022
cg05951221_29_29	1.53385708941264	99.3912562257886
cg05951221_31_31	0.112233445566779	0.941306755260244
cg05951221_37_37	0.187055742611298	0.331858407079646
cg05951221_38_38	0.074794315632012	0.332042058660764
cg05951221_42_42	0.225056264066016	0.388026607538803
cg05951221_43_43	0.149644594089039	0.331858407079646
cg05951221_44_44	0.074794315632012	0.110619469026549
cg05951221_46_46	0.0374111485222596	91.749723145072
cg05951221_51_51	0.112191473448018	0.442477876106195
cg05951221_54_54	0.0748783227255709	0.221238938053097
cg05951221_56_56	0.112191473448018	0.110619469026549
cg05951221_58_58	0.112233445566779	96.0154952960708
cg05951221_63_63	0.710280373831776	0.0553097345132743
cg05951221_67_67	0.187055742611298	98.8938053097345
cg05951221_69_69	0.747663551401869	0.221483942414175
cg05951221_7_7	0.0383582662063675	0.112549240292628
cg05951221_70_70	0.224382946896036	97.5636766334441
cg05951221_72_72	0.149532710280374	1.05088495575221
cg05951221_73_73	0.149532710280374	99.2256637168142
cg05951221_75_75	0.374251497005988	5.70005534034311
cg05951221_76_76	0.0747663551401869	36.7809734513274
cg05951221_77_77	0.299065420560748	98.3397897066962
cg05951221_79_79	0.486163051608078	39.4023242944106
cg05951221_80_80	0.374251497005988	99.2809734513274
cg05951221_82_82	0.224299065420561	98.5619469026549
cg05951221_85_85	0.149588631264024	0.0553097345132743
cg05951221_86_86	0.299065420560748	94.2477876106195
cg05951221_90_90	0.112191473448018	0.110741971207087
cg05951221_91_91	0.0748222970445193	0.0553097345132743
cg05951221_92_92	0.11214953271028	0.110680686220255
cg05951221_98_98	0.261682242990654	0.165929203539823
cg06126421_101_101	4.36540016168149	0
cg06126421_111_111	4.53441295546559	0
cg06126421_112_112	5.17380759902991	0
cg06126421_12_12	0.0827129859387924	0
cg06126421_124_124	5.19480519480519	0.204498977505113
cg06126421_125_125	5.58252427184466	0.610997963340122
cg06126421_129_129	5.82053354890865	15.6822810590631
cg06126421_131_131	5.65885206143897	0.204081632653061
cg06126421_141_141	4.36893203883495	0.408163265306122
cg06126421_144_144	4.0453074433657	0.408163265306122
cg06126421_146_146	3.88349514563107	1.83673469387755
cg06126421_149_149	3.4789644012945	0.408163265306122
cg06126421_15_15	0.0819672131147541	0
cg06126421_150_150	3.39805825242718	1.83673469387755
cg06126421_159_159	3.07443365695793	98.7755102040816
cg06126421_167_167	2.42914979757085	0
cg06126421_176_176	1.78137651821862	0.408163265306122
cg06126421_181_181	0	0
cg06126421_29_29	1.29659643435981	0
cg06126421_3_3	0.104712041884817	0
cg06126421_36_36	2.51012145748988	0.610997963340122
cg06126421_38_38	2.18446601941748	97.9633401221996
cg06126421_41_41	3.23362974939369	0
cg06126421_42_42	3.96119644300728	0
cg06126421_45_45	3.96119644300728	0.203665987780041
cg06126421_53_53	4.77346278317152	0.407331975560081
cg06126421_55_55	4.7696038803557	0.610997963340122
cg06126421_57_57	4.36893203883495	0
cg06126421_66_66	4.69255663430421	98.5743380855397
cg06126421_68_68	5.41632983023444	0
cg06126421_71_71	5.58252427184466	0
cg06126421_77_77	4.60792239288601	0.203665987780041
cg06126421_87_87	3.47615198059822	0.203665987780041
cg06126421_9_9	0	0
cg09935388_101_101	2.77777777777778	0.471698113207547
cg09935388_102_102	2.08333333333333	99.0566037735849
cg09935388_104_104	1.38888888888889	0.471698113207547
cg09935388_105_105	0.694444444444444	93.8679245283019
cg09935388_108_108	0	0
cg09935388_110_110	0	0
cg09935388_111_111	0.694444444444444	0
cg09935388_112_112	0	0
cg09935388_116_116	0	0
cg09935388_118_118	0	0
cg09935388_120_120	0	0
cg09935388_124_124	0	0
cg09935388_14_14	0	0
cg09935388_19_19	0	0
cg09935388_20_20	0	0
cg09935388_21_21	5.55555555555556	98.1132075471698
cg09935388_29_29	0.694444444444444	99.0566037735849
cg09935388_33_33	0	98.1132075471698
cg09935388_4_4	0	0
cg09935388_43_43	16.0839160839161	98.1132075471698
cg09935388_48_48	2.08333333333333	97.6415094339623
cg09935388_50_50	0	99.5260663507109
cg09935388_52_52	0.694444444444444	0
cg09935388_53_53	0.694444444444444	0.471698113207547
cg09935388_54_54	0	0
cg09935388_58_58	0	0.471698113207547
cg09935388_59_59	0.694444444444444	0
cg09935388_64_64	0.694444444444444	0
cg09935388_68_68	2.08333333333333	0.471698113207547
cg09935388_69_69	2.77777777777778	1.41509433962264
cg09935388_71_71	2.08333333333333	0.471698113207547
cg09935388_76_76	2.08333333333333	97.6415094339623
cg09935388_78_78	2.77777777777778	0.471698113207547
cg09935388_79_79	3.47222222222222	0.471698113207547
cg09935388_80_80	2.08333333333333	0.471698113207547
cg09935388_84_84	2.7972027972028	0.471698113207547
cg09935388_94_94	1.38888888888889	0
cg09935388_95_95	1.38888888888889	0.471698113207547
cg09935388_97_97	2.08333333333333	0.943396226415094
cg09935388_98_98	1.38888888888889	0
cg09935388_99_99	1.38888888888889	95.7547169811321
cg12803068_102_102	0	0.384615384615385
cg12803068_104_104	0	0
cg12803068_106_106	0	0
cg12803068_107_107	2.04081632653061	0
cg12803068_116_116	0	0.383141762452107
cg12803068_12_12	0	0
cg12803068_121_121	0	0
cg12803068_122_122	0	0
cg12803068_123_123	0	0
cg12803068_127_127	0	0
cg12803068_133_133	0	0
cg12803068_136_136	0	0
cg12803068_22_22	0	0.766283524904214
cg12803068_28_28	0	96.9348659003831
cg12803068_3_3	0	
cg12803068_33_33	0	97.3180076628352
cg12803068_35_35	2.04081632653061	1.53256704980843
cg12803068_38_38	0	1.14942528735632
cg12803068_4_4	0	0
cg12803068_40_40	2.04081632653061	1.14942528735632
cg12803068_45_45	4.08163265306122	92.3371647509579
cg12803068_5_5	0	0
cg12803068_52_52	4.08163265306122	1.91570881226054
cg12803068_54_54	4.08163265306122	1.14942528735632
cg12803068_55_55	4.08163265306122	1.53256704980843
cg12803068_60_60	6.12244897959184	1.14942528735632
cg12803068_69_69	4.08163265306122	1.53256704980843
cg12803068_75_75	2.04081632653061	1.53256704980843
cg12803068_76_76	2.04081632653061	1.91570881226054
cg12803068_8_8	0	0
cg12803068_80_80	2.04081632653061	1.53256704980843
cg12803068_84_84	2.04081632653061	1.14942528735632
cg12803068_85_85	2.04081632653061	1.53256704980843
cg12803068_88_88	2.04081632653061	1.14942528735632
cg12803068_93_93	2.04081632653061	0
cg12803068_94_94	2.04081632653061	97.3180076628352
cg12803068_96_96	2.04081632653061	0.766283524904214
cg12803068_97_97	2.04081632653061	0
cg12803068_99_99	2.04081632653061	0.766283524904214
cg12876356_100_100	10	99.3821292775665
cg12876356_105_105	6	99.428843407901
cg12876356_111_111	0	99.2380952380952
cg12876356_113_113	4	99.3336506425512
cg12876356_117_117	0	0.142585551330798
cg12876356_120_120	0	98.0028530670471
cg12876356_125_125	0	0.332699619771863
cg12876356_127_127	0	0.14265335235378
cg12876356_128_128	0	0.19020446980504
cg12876356_129_129	0	0
cg12876356_132_132	2	99.0960989533777
cg12876356_134_134	0	0.0475285171102662
cg12876356_143_143	0	0.190114068441065
cg12876356_145_145	4	0
cg12876356_148_148	4	99.1916310033286
cg12876356_15_15	0	0
cg12876356_152_152	4	99.0014265335235
cg12876356_154_154	2	0
cg12876356_155_155	0	0.142721217887726
cg12876356_161_161	4	0.142517814726841
cg12876356_162_162	0	0.475059382422803
cg12876356_166_166	0	0.0950570342205323
cg12876356_168_168	2	97.1971496437055
cg12876356_170_170	0	0.332699619771863
cg12876356_171_171	0	0.14265335235378
cg12876356_172_172	0	0.14265335235378
cg12876356_173_173	0	0.0950118764845606
cg12876356_18_18	0	0
cg12876356_183_183	0	98.5266159695818
cg12876356_188_188	0	0.190114068441065
cg12876356_189_189	0	0.570342205323194
cg12876356_190_190	18	97.8136882129278
cg12876356_194_194	2	0.2855782960495
cg12876356_195_195	0	0.14265335235378
cg12876356_196_196	0	0.0475285171102662
cg12876356_20_20	0	0
cg12876356_202_202	0	0.570071258907363
cg12876356_203_203	0	0.760456273764259
cg12876356_205_205	4	99.144893111639
cg12876356_207_207	0	0.142585551330798
cg12876356_21_21	48	99.807969275084
cg12876356_211_211	0	0.240038406144983
cg12876356_212_212	0	1.20076849183477
cg12876356_214_214	0	0.337024554646124
cg12876356_224_224	0	0
cg12876356_229_229	0	0
cg12876356_236_236	0	0.0523012552301255
cg12876356_26_26	16	0.2855782960495
cg12876356_35_35	4	1.18934348239772
cg12876356_37_37	16	0
cg12876356_46_46	18	99.287072243346
cg12876356_49_49	16	2.32889733840304
cg12876356_50_50	20	99.0480723465017
cg12876356_54_54	6	0.19020446980504
cg12876356_58_58	6	0.190566936636494
cg12876356_61_61	2	0.237642585551331
cg12876356_65_65	2	99.3342843556824
cg12876356_68_68	2	0.427756653992395
cg12876356_7_7	0	0
cg12876356_73_73	4	99.8574144486692
cg12876356_79_79	2	2.85306704707561
cg12876356_80_80	4	99.6194100856327
cg12876356_82_82	4.08163265306122	0.380228136882129
cg12876356_83_83	8.16326530612245	98.9543726235741
cg12876356_87_87	2	0.14265335235378
cg12876356_9_9	0	0
cg12876356_90_90	4	99.287072243346
cg12876356_93_93	4	4.18250950570342
cg12876356_96_96	8	98.95337773549
cg13039251_100_100	1.25111706881144	0.384615384615385
cg13039251_101_101	1.16071428571429	0.192307692307692
cg13039251_103_103	1.25	0
cg13039251_107_107	1.60714285714286	0
cg13039251_108_108	0.982142857142857	0
cg13039251_109_109	1.07334525939177	0
cg13039251_11_11	0.0896057347670251	0
cg13039251_114_114	0.625	0
cg13039251_117_117	0	0
cg13039251_12_12	0	0
cg13039251_132_132	0	0
cg13039251_16_16	0	0
cg13039251_21_21	0.0893655049151028	0
cg13039251_23_23	0.714285714285714	0.192307692307692
cg13039251_32_32	1.96604110813226	0.385356454720617
cg13039251_33_33	2.23214285714286	98.8461538461539
cg13039251_38_38	2.5	0.384615384615385
cg13039251_51_51	3.2171581769437	0.769230769230769
cg13039251_56_56	3.48525469168901	0
cg13039251_59_59	3.39588918677391	0.384615384615385
cg13039251_67_67	3.57142857142857	0
cg13039251_68_68	3.57142857142857	0.192307692307692
cg13039251_69_69	3.39285714285714	0.961538461538462
cg13039251_7_7	0	0
cg13039251_71_71	3.39588918677391	97.8846153846154
cg13039251_75_75	3.48214285714286	4.61538461538462
cg13039251_77_77	3.75	0.192307692307692
cg13039251_78_78	3.30357142857143	0.384615384615385
cg13039251_80_80	3.125	0.769230769230769
cg13039251_84_84	2.23214285714286	0.192307692307692
cg13039251_86_86	2.5	0.192307692307692
cg13039251_87_87	2.32142857142857	0.576923076923077
cg13039251_92_92	1.52057245080501	0.384615384615385
cg13039251_93_93	1.875	0.384615384615385
cg13039251_95_95	1.88172043010753	6.97674418604651
cg13039251_97_97	1.66821130676552	1.9723865877712
cg13039251_99_99	1.25	0.192307692307692
cg15693572_106_106	1.64319248826291	0
cg15693572_107_107	1.87793427230047	0
cg15693572_113_113	3.54609929078014	0.806451612903226
cg15693572_120_120	3.28638497652582	96.505376344086
cg15693572_125_125	2.58823529411765	0.27027027027027
cg15693572_128_128	3.05164319248826	0
cg15693572_142_142	0	0
cg15693572_144_144	0	0.269541778975741
cg15693572_15_15	0	0
cg15693572_150_150	0	0
cg15693572_158_158	0	0.273972602739726
cg15693572_28_28	0.938967136150235	0
cg15693572_3_3		0
cg15693572_32_32	1.17370892018779	0
cg15693572_35_35	1.64319248826291	0
cg15693572_53_53	1.17370892018779	0.268817204301075
cg15693572_55_55	1.40845070422535	0
cg15693572_76_76	1.64319248826291	0
cg15693572_87_87	1.40845070422535	0
cg21566642_101_101	1.88679245283019	0
cg21566642_104_104	5.66037735849057	0
cg21566642_110_110	0	2.7027027027027
cg21566642_111_111	0	0
cg21566642_112_112	0	0
cg21566642_113_113	0	0
cg21566642_114_114	0	0
cg21566642_115_115	0	92.3076923076923
cg21566642_12_12	0	0
cg21566642_120_120	0	0
cg21566642_121_121	0	0
cg21566642_125_125	0	0
cg21566642_13_13	0	0
cg21566642_131_131	0	0
cg21566642_132_132	0	0
cg21566642_133_133	0	0
cg21566642_135_135	0	0
cg21566642_143_143	0	2.63157894736842
cg21566642_144_144	0	0
cg21566642_147_147	1.88679245283019	100
cg21566642_15_15	0	0
cg21566642_150_150	1.92307692307692	0
cg21566642_151_151	0	100
cg21566642_153_153	1.96078431372549	100
cg21566642_155_155	1.92307692307692	100
cg21566642_157_157	0	0
cg21566642_160_160	0	0
cg21566642_161_161	0	0
cg21566642_162_162	0	0
cg21566642_167_167	0	0
cg21566642_168_168	0	0
cg21566642_169_169	0	0
cg21566642_176_176	0	0
cg21566642_177_177	0	0
cg21566642_178_178	0	0
cg21566642_18_18	0	0
cg21566642_183_183	0	0
cg21566642_186_186	2	2.56410256410256
cg21566642_189_189	2	97.4358974358974
cg21566642_191_191	2.08333333333333	97.4358974358974
cg21566642_194_194	2	100
cg21566642_197_197	2.08333333333333	0
cg21566642_198_198	4	0
cg21566642_20_20	0	0
cg21566642_200_200	2	100
cg21566642_205_205	4.44444444444444	0
cg21566642_206_206	4.16666666666667	0
cg21566642_21_21	0	0
cg21566642_213_213	4.16666666666667	0
cg21566642_214_214	4.16666666666667	0
cg21566642_215_215	4.8780487804878	100
cg21566642_22_22	0	0
cg21566642_222_222	7.31707317073171	100
cg21566642_224_224	7.31707317073171	0
cg21566642_228_228	7.89473684210526	100
cg21566642_231_231	8.33333333333333	100
cg21566642_233_233	9.09090909090909	0
cg21566642_235_235	8.82352941176471	0
cg21566642_238_238	3.03030303030303	97.4358974358974
cg21566642_241_241	6.06060606060606	100
cg21566642_243_243	3.03030303030303	100
cg21566642_247_247	0	0
cg21566642_248_248	0	0
cg21566642_256_256	0	0
cg21566642_26_26	0	0
cg21566642_262_262	0	0
cg21566642_263_263	0	0
cg21566642_27_27	0	0
cg21566642_3_3	0	0
cg21566642_30_30	1.92307692307692	100
cg21566642_33_33	1.92307692307692	0
cg21566642_35_35	3.84615384615385	0
cg21566642_37_37	1.92307692307692	0
cg21566642_38_38	1.92307692307692	0
cg21566642_40_40	1.92307692307692	100
cg21566642_42_42	1.92307692307692	100
cg21566642_47_47	1.88679245283019	0
cg21566642_48_48	1.88679245283019	0
cg21566642_55_55	1.92307692307692	0
cg21566642_56_56	0	0
cg21566642_57_57	0	0
cg21566642_58_58	1.88679245283019	100
cg21566642_6_6	0	0
cg21566642_61_61	0	97.4358974358974
cg21566642_65_65	0	0
cg21566642_68_68	3.77358490566038	0
cg21566642_71_71	1.88679245283019	100
cg21566642_73_73	1.92307692307692	2.56410256410256
cg21566642_74_74	1.88679245283019	0
cg21566642_76_76	1.92307692307692	2.56410256410256
cg21566642_77_77	1.88679245283019	0
